"...1","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model","abundance","error","APE","MAPE","rank"
266,2015,1,76743.4189142732,"0000210",21.1708196380409,60634.7152081233,97131.6897661062,38700.4006649894,152183.239590583,"12",268.9,-76474.5189142732,284.397615895401,NA,14
280,2016,1,124497.155090629,"0000210",22.8284521382437,97921.978548412,158284.604288273,61964.0640418161,250137.589671335,"12",247.7,-124249.455090629,501.612656805123,13113.3581960366,4
294,2017,1,94726.6320355327,"0000210",23.2628266745267,74614.3577862303,120260.162829562,47345.8543207541,189523.136619415,"12",291.8,-94434.8320355327,323.628622465842,16372.343191568,5
308,2018,1,69111.6677761315,"0000210",23.8047206871233,54485.313811349,87664.4051154105,34630.5180911718,137925.242995888,"12",182.8,-68928.8677761315,377.072580832229,18496.8014817563,8
322,2019,1,42045.9978625696,"0000210",25.4807086996433,33014.1351611624,53548.7580586062,20822.7865100555,84900.5456308879,"12",340.7,-41705.2978625696,122.410618909802,20509.3090101354,9
336,2020,1,34756.1056277792,"0000210",25.4917574528637,27375.9485538838,44125.8455768822,17370.2231701985,69543.5439471985,"12",387.7,-34368.4056277792,88.6469064425566,20783.3543034443,11
350,2021,1,65186.0141940046,"0000210",28.4013160588453,50895.8624032714,83488.44573715,31758.3105269372,133798.567241063,"12",841.3,-64344.7141940046,76.4824844811656,20166.458692679,11
364,2022,1,57757.6821161235,"0000210",28.3175686177324,45257.2498585551,73710.8386800612,28432.6807034675,117328.009912915,"12",696,-57061.6821161235,81.9851754542004,19892.0107785947,11
378,2023,1,77345.0195195972,"0000210",28.8000477008263,60676.0249870412,98593.3413694209,38204.2627404235,156585.983222158,"12",NA,NA,NA,19260.8200196952,9
6,1993,1,13634.1910481483,"0000200",Inf,10778.7653386579,17246.0536709814,6887.43629295358,26989.8925566237,"13",223.3,-13410.8910481483,60.057729727489,NA,6
13,1994,1,13727.1874836083,"0000200",16.1531675139218,11328.0335171856,16634.4560972793,7855.16578993044,23988.7586397843,"13",214.1,-13513.0874836083,63.1157752620659,NA,6
21,1995,1,13910.3940404742,"0000200",9.14745840752003,11764.3918290303,16447.8593686224,8548.32628118558,22635.9004086147,"13",139.4,-13770.9940404742,98.7876186547647,NA,7
30,1996,1,13655.2437549553,"0000200",6.12785795273132,11718.4563922666,15912.1368690079,8755.21485340619,21297.6706031038,"13",176.5,-13478.7437549553,76.3668201413898,NA,8
39,1997,1,13413.4514372444,"0000200",4.09251886420645,11623.549280837,15478.9793644131,8846.91161399921,20337.1173251704,"13",195.6,-13217.8514372444,67.575927593274,NA,8
48,1998,1,13886.8528078537,"0000200",3.78774081809644,11974.1392300715,16105.0975942128,9027.86159091946,21361.058647705,"13",228.3,-13658.5528078537,59.8272133502133,NA,8
57,1999,1,14059.0739189334,"0000200",2.28787014065027,12212.0136955239,16185.5009653716,9337.00750322767,21169.2621420414,"13",372.5,-13686.5739189334,36.7424803192843,NA,8
66,2000,1,1.03073158257297e-08,"0000200",4.58329862715062,8.76071380884672e-09,1.21269524207096e-08,6.42650857589903e-09,1.65316451812989e-08,"13",673.1,673.099999989693,0.999999999984687,NA,8
78,2001,1,14691.1055235209,"0000200",7.13607365487526,12486.7204229693,17284.6491466413,9159.75771312517,23562.695462344,"13",1478.7,-13212.4055235209,8.93514947150937,NA,11
90,2002,1,35180.1456354064,"0000210",11.5090758950063,28093.4668086759,44054.4648817137,18298.6381193436,67635.7791687286,"13",689.5,-34490.6456354064,50.0226912768766,NA,11
102,2003,1,16505.9635869433,"0000200",26.3355860031866,11630.8000950475,23424.5994864538,5968.44530218497,45647.873129332,"13",1009.9,-15496.0635869433,15.3441564382051,NA,11
114,2004,1,78719.5051301593,"0000210",15.766439808295,60997.8478879344,101589.821649477,37515.259713806,165179.730467299,"13",693.6,-78025.9051301593,112.494096208419,NA,11
127,2005,1,83073,"0000201",26.567057628597,56447.9785565452,122256.34124501,27028.7124519912,255325.640881262,"13",454,-82619,181.980176211454,NA,12
141,2006,1,65775,"0000201",27.4253501202309,45158.4608232874,95803.7662516828,22053.2661088906,196177.319206967,"13",523.4,-65251.6,124.668704623615,NA,13
155,2007,1,60272,"0000201",27.9955588283789,41899.2014944336,86701.2700583951,20953.3625586869,173371.408709479,"13",545.3,-59726.7,109.529983495324,NA,13
169,2008,1,77573,"0000201",29.3256587384289,54046.9853775932,111339.611024721,27143.7312086154,221692.820443566,"13",576.9,-76996.1,133.465245276478,7109.65681849245,3
183,2009,1,37035,"0000201",30.1897608367682,25983.5168723651,52786.9738241154,13223.9321145419,103720.377049706,"13",1051,-35984,34.2378686964795,7599.04025548571,4
197,2010,1,55533,"0000201",31.1576226159331,39162.9885638065,78745.6269833828,20128.2444955988,153213.26654564,"13",546.5,-54986.5,100.615736505032,7406.5208783818,3
211,2011,1,44856.628255851,"1010201",27.624852011004,34301.8291240376,58659.1779466821,20571.6106481764,97810.382127856,"13",454.2,-44402.428255851,97.7596394888838,7418.70833071692,3
225,2012,1,97081.5664488084,"1010201",29.5058530736054,73558.4286108569,128127.132704454,43348.0563200124,217422.217840094,"13",183.1,-96898.4664488084,529.210630523257,7561.32712636688,3
239,2013,1,80532,"0000201",33.4273755554629,57798.3927239614,112207.324777586,30716.6124342702,211136.662217488,"13",335.1,-80196.9,239.322291853178,10638.8918125668,3
253,2014,1,65446.675910156,"1010201",30.7241848616451,49736.8681806065,86118.5584129547,29477.0504540322,145308.547555275,"13",1316.5,-64130.175910156,48.7126288721276,11835.5256692532,7
267,2015,1,83601.0990220508,"1010201",30.6784715898753,63919.4869865928,109342.926346714,38322.3479008365,182377.754509717,"13",268.9,-83332.1990220508,309.900331060063,11915.3266596055,7
281,2016,1,97448.9261203078,"1010201",31.6705342097482,74478.9746352788,127503.006700941,44620.9380306679,212821.460532148,"13",247.7,-97201.2261203078,392.415123618522,13974.662200006,10
295,2017,1,111715.451898154,"0110201",33.6407317088167,85823.4658304349,145418.762480028,51924.563555268,240355.264219503,"13",291.8,-111423.651898154,381.849389644119,16531.1953609861,7
309,2018,1,70025.1674015666,"1010201",32.9473905441606,53692.1238825541,91326.6921670554,32365.5795567682,151504.287479753,"13",182.8,-69842.3674015666,382.069843553428,18743.373350101,10
323,2019,1,59406.3173723553,"1010201",34.5399113507415,45382.3805111297,77763.8921536854,27164.8504446829,129914.594999575,"13",340.7,-59065.6173723553,173.365475116981,21188.2112642025,12
337,2020,1,30028.6260052217,"1010201",36.1189984876901,22860.0215358453,39445.2112981412,13592.9037945193,66337.4355761313,"13",387.7,-29640.9260052217,76.4532525282995,21594.0204569263,13
351,2021,1,50113.0970589484,"1010201",39.480574267729,37692.3427789195,66626.8613646406,21902.9929367341,114656.590726822,"13",841.3,-49271.7970589484,58.5662629964916,20890.5076323719,14
365,2022,1,58344.67732195,"1010201",39.5011046823291,44100.8890708329,77188.9511418908,25869.2727680699,131588.599429208,"13",696,-57648.67732195,82.8285593706178,20449.8246881911,14
379,2023,1,57592.2868560436,"1010201",39.8997856080821,43637.8090437704,76009.1209433054,25716.1374281877,128980.159426009,"13",NA,NA,NA,20271.8151940264,14
7,1993,1,13713.9530417863,"0000200",-17.6653684104532,10170.7676042981,18491.4762925898,5753.84002909097,32686.4332483069,"14",223.3,-13490.6530417863,60.4149262955052,NA,7
14,1994,1,10377.4276699703,"1000200",-33.0705865697938,8015.31046518218,13435.6623506058,4899.39781974194,21980.457396525,"14",214.1,-10163.3276699703,47.4700031292401,NA,7
22,1995,1,14938.9484395132,"0000200",28.3894248561893,12486.0957666019,17873.6559970476,8871.02546668937,25157.4275506754,"14",139.4,-14799.5484395132,106.166057672261,NA,8
31,1996,1,14389.4702030994,"0000200",15.6345131060959,12211.4249986099,16955.9943044695,8931.42004825492,23182.9710849108,"14",176.5,-14212.9702030994,80.5267433603365,NA,9
40,1997,1,13276.6994038176,"0000200",10.841784556353,11380.4899306557,15488.8540065845,8484.06947517265,20776.6741626953,"14",195.6,-13081.0994038176,66.8767863180859,NA,9
49,1998,1,13791.3498272877,"0000200",9.26502644670125,11765.8054886697,16165.6021121367,8692.53808223402,21880.988988402,"14",228.3,-13563.0498272877,59.4088910525085,NA,9
58,1999,1,10563.6750297289,"0010200",3.97796380836498,9808.64461688754,11376.8246778552,8515.87405742183,13103.9079936207,"14",372.5,-10191.1750297289,27.3588591402118,NA,9
67,2000,1,14608.1161258338,"0000200",8.68897066424011,12313.3515609199,17330.5420291194,8890.54239625196,24002.7039110469,"14",673.1,-13935.0161258338,20.7027427214883,NA,9
79,2001,1,14540.3538359712,"0000200",10.1219496729177,12069.9471976013,17516.3889463625,8464.090147304,24978.6906797755,"14",1478.7,-13061.6538359712,8.83320067354514,NA,12
91,2002,1,54510.7276115476,"0000211",14.4978930632104,41297.7182801429,71951.1766868991,24331.2780321965,122123.442131087,"14",689.5,-53821.2276115476,78.0583431639559,NA,12
103,2003,1,84921.8677748626,"0000210",15.881755582618,65181.2044789109,110641.153136478,39368.2388567459,183186.340964183,"14",1009.9,-83911.9677748626,83.089382884308,NA,12
115,2004,1,79527.5608034797,"0000210",15.5903032554215,61730.1909985406,102456.072548045,38090.4637043824,166042.424068035,"14",693.6,-78833.9608034797,113.659113038466,NA,12
128,2005,1,71294.2089809663,"0000210",15.5227833474788,55755.6380687864,91163.2331774395,34898.772769349,145645.930526413,"14",454,-70840.2089809663,156.035702601247,NA,13
142,2006,1,58846.7388991966,"0000210",15.3596762566015,46354.494865106,74705.5639188292,29416.2893829822,117721.804881128,"14",523.4,-58323.3388991966,111.431675390135,NA,14
156,2007,1,77233.9777963273,"0000210",15.6130108506467,61033.2487492308,97735.0452169525,38968.0833219619,153076.231051932,"14",545.3,-76688.6777963273,140.635756090826,NA,14
170,2008,1,36437.5893853662,"0000210",19.5845807990937,28111.1066615319,47230.3682740962,17145.2150794848,77438.3939811413,"14",576.9,-35860.6893853662,62.1610147085564,7737.78789021413,4
184,2009,1,58275.6189988849,"0000210",20.6568169448065,44893.7171217505,75646.3930240665,27305.5275851943,124372.171865473,"14",1051,-57224.6189988849,54.447782111213,7749.42847963448,5
198,2010,1,52088.7053782721,"0000210",20.5017914927561,40412.403546186,67138.6255183653,24913.5319694242,108906.004628903,"14",546.5,-51542.2053782721,94.3132760810102,7795.94700618096,5
212,2011,1,73267.5529959165,"0000210",21.0404662533225,56952.2957108504,94256.6801742939,35237.9566143611,152339.546267041,"14",454.2,-72813.3529959165,160.311213112982,7716.92846223929,5
226,2012,1,80043.8012826984,"0000210",20.8598654592899,62593.3834914726,102359.223393907,39172.8663949895,163557.34755738,"14",183.1,-79860.7012826984,436.158936552149,8248.82492725693,5
240,2013,1,58582.6987923005,"0000210",21.3827941569515,45878.2356732649,74805.2436504077,28792.3367358648,119196.042657923,"14",335.1,-58247.5987923005,173.821542203224,10710.7059288173,5
254,2014,1,66352.3883120019,"0000210",21.2584494001174,52210.1312236741,84325.3853518444,33063.7976528222,133155.890951652,"14",1316.5,-65035.8883120019,49.4005987937728,11473.4569364888,4
268,2015,1,79551.1881779407,"0000210",21.160220478102,62856.3935784132,100680.15646853,40122.3748849189,157727.242185278,"14",268.9,-79282.2881779407,294.839301517072,11620.4018675125,4
282,2016,1,122361.817631752,"0000210",22.6019804175716,96346.9372653891,155401.041684433,61093.6034674875,245073.355709229,"14",247.7,-122114.117631752,492.991996898474,13447.9789261497,7
296,2017,1,95353.1406193038,"0000210",22.9938894539016,75200.3689058925,120906.606686238,47829.7932998405,190095.352680419,"14",291.8,-95061.3406193038,325.775670388293,16675.7042343159,9
310,2018,1,66046.1804923031,"0000210",23.5908460455966,52117.5498894423,83697.2951889574,33184.9746898224,131447.982057967,"14",182.8,-65863.3804923031,360.302956741264,18327.1530824782,7
324,2019,1,43028.2935307841,"0000210",24.9218311056966,33866.6533242716,54668.3496135247,21458.4727203896,86279.8610272066,"14",340.7,-42687.5935307841,125.2937878802,20175.2435748579,6
338,2020,1,33558.2486590112,"0000210",25.0201146589976,26483.5907142634,42522.7857208014,16866.0378811224,66770.634632601,"14",387.7,-33170.5486590112,85.5572573098045,20252.8080738028,7
352,2021,1,67216.7585488173,"0000210",28.2980880420405,52503.7536329954,86052.7546543007,32788.182795308,137796.371882389,"14",841.3,-66375.4585488173,78.89630161514,19782.9517718598,6
366,2022,1,55638.8813626444,"0000210",28.2805442740636,43603.3668588219,70996.4698210017,27401.2378667248,112976.104741812,"14",696,-54942.8813626444,78.9409214980523,19566.0492800265,5
380,2023,1,78748.4059541993,"0000210",28.9497116710508,61741.8648848042,100439.328353582,38833.2812535346,159690.637518892,"14",NA,NA,NA,19154.7503827414,5
