"...1","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model","abundance","error","APE","MAPE","rank"
330,2020,1,34228.1522181226,"0000210",25.3705861109368,26973.534789623,43433.9219314218,17131.1452505217,68388.0958998522,"6",387.7,-33840.4522181226,87.2851488731561,19858.7083260703,4
344,2021,1,66039.3398693955,"0000210",28.4527910373284,51551.171466748,84599.3269658019,32154.1967935996,135633.753764101,"6",841.3,-65198.0398693955,77.4967786394811,19761.755686991,5
358,2022,1,57689.7651459404,"0000210",28.3985702890404,45189.6217642937,73647.6401584633,28372.9475630972,117298.669628615,"6",696,-56993.7651459404,81.8875936004891,19706.0268880732,9
372,2023,1,77512.890311107,"0000210",28.8692877525023,60791.7435904379,98833.2923112072,38257.9631906509,157045.688356194,"6",NA,NA,NA,19249.3206439935,8
3,1993,1,353892.714980899,"0000200",-22.8833533431208,312226.459234871,401119.283815534,245916.672250595,509278.417645995,"7",223.3,-353669.414980899,1583.8307880918,NA,3
10,1994,1,16274.1308776254,"1000200",-32.1020222295441,11828.7570692328,22390.1238542605,6439.7269388548,41127.1065274671,"7",214.1,-16060.0308776254,75.0118210071247,NA,3
18,1995,1,13607.0137894467,"0000200",28.8951897610856,11267.5257468243,16432.2521577886,7864.55924619142,23542.4285672278,"7",139.4,-13467.6137894467,96.6112897377812,NA,4
27,1996,1,14225.932086612,"0000200",15.7414985727829,12054.9094384552,16787.9439299074,8792.28137546072,23017.5918047541,"7",176.5,-14049.432086612,79.6001817938357,NA,5
36,1997,1,13858.1859194586,"0000200",10.8886961803492,11872.7842331905,16175.5922794761,8842.34986911889,21719.2623930202,"7",195.6,-13662.5859194586,69.8496212651258,NA,5
45,1998,1,15348.1004878249,"0000200",8.68830947625984,13167.7568580608,17889.469795318,9833.11999598405,23956.1999325318,"7",228.3,-15119.8004878249,66.2277726142133,NA,5
54,1999,1,13418.3814642065,"0000200",6.01662726530295,11643.5517232621,15463.7489829878,8884.99872794933,20264.8268876586,"7",372.5,-13045.8814642065,35.022500575051,NA,5
63,2000,1,13552.1491272912,"0000200",8.66789096019971,11425.3213005626,16074.8867482,8252.19355293058,22255.9910635055,"7",673.1,-12879.0491272912,19.1339312543325,NA,5
72,2001,1,16197.7966736119,"0000200",9.76279008629097,13486.3942536694,19454.3190822326,9511.88286142465,27583.2472815352,"7",1478.7,-14719.0966736119,9.95407903808203,NA,5
84,2002,1,53100.6588787031,"0000210",13.8059469334076,41367.3336206913,68161.9946600094,25702.9485860432,109702.58777561,"7",689.5,-52411.1588787031,76.0132833628761,NA,5
96,2003,1,94744.5935824569,"0000210",15.5284096180349,73002.2754841548,122962.44128792,44418.1167384318,202091.819109886,"7",1009.9,-93734.6935824569,92.8158169942142,NA,5
108,2004,1,87871.9522460368,"0000210",15.3348193394101,68376.35892613,112926.165019574,42391.1111146186,182148.563425294,"7",693.6,-87178.3522460368,125.689665867988,NA,5
121,2005,1,63090.604099918,"0000210",15.6280893674487,49294.328415071,80748.1195843949,30800.0668730157,129234.275435288,"7",454,-62636.604099918,137.966088325811,NA,6
135,2006,1,60352.9266370509,"0000210",15.2722262044724,47573.9723974203,76564.4651917854,30230.1506791656,120491.485216698,"7",523.4,-59829.5266370509,114.309374545378,NA,7
149,2007,1,77244.1285719408,"0000210",15.4159869756025,61129.536157801,97606.7507437988,39137.1907168281,152454.871940335,"7",545.3,-76698.8285719408,140.654371120376,NA,7
163,2008,1,36202.4020371938,"0000210",19.4260405704247,27963.3907957046,46868.9195397553,17094.3958456296,76669.2151684135,"7",576.9,-35625.5020371938,61.7533403314158,18151.2705706266,7
177,2009,1,52704.8953255193,"0000210",20.5377693298052,40637.1898177429,68356.2520866319,24757.2008929443,112201.94089331,"7",1051,-51653.8953255193,49.1473789966882,8004.08758555737,6
191,2010,1,55524.9836759169,"0000210",20.3382094986492,43125.3896746394,71489.7612629309,26641.3374817039,115723.312102034,"7",546.5,-54978.4836759169,100.601068025466,7831.65797215446,6
205,2011,1,72783.6293030264,"0000210",20.6261600685165,56723.1705634292,93391.4067549629,35270.2332149606,150196.247987193,"7",454.2,-72329.4293030264,159.24577125281,7858.25649407235,8
219,2012,1,75918.9958825438,"0000210",20.4409584156715,59512.8924883249,96847.8206120534,37418.6359452966,154032.710979626,"7",183.1,-75735.8958825438,413.631326502151,8389.22709046552,8
233,2013,1,59122.79988377,"0000210",20.6818423766651,46480.4275894965,75203.8147533355,29385.8277154663,118952.084655984,"7",335.1,-58787.69988377,175.433303144643,10681.105125379,4
247,2014,1,70626.3972891055,"0000210",20.5095379250494,55788.7133647405,89410.34293849,35591.6524803957,140147.693248749,"7",1316.5,-69309.8972891055,52.6470925097649,11409.1419955819,3
261,2015,1,89904.8257616277,"0000210",20.2431394979943,71354.5461324581,113277.68353013,45935.4805777575,175961.53547466,"7",268.9,-89635.9257616277,333.342974197202,11526.6392751466,3
275,2016,1,131473.942492691,"0000210",20.7696088618639,104415.98512965,165543.595007112,67304.4450416763,256824.011309625,"7",247.7,-131226.242492691,529.778936183654,13621.3662280991,8
289,2017,1,89143.2216567782,"0000210",21.5928924492209,70748.0165897995,112321.367444458,45542.4803145721,174485.752915984,"7",291.8,-88851.4216567782,304.494248309727,17086.8652757363,10
303,2018,1,62515.1571103498,"0000210",21.8588414354883,49701.3779338313,78632.5255153837,32100.6531323437,121746.584171335,"7",182.8,-62332.3571103498,340.98663627106,18610.0717087153,9
317,2019,1,40674.8389066117,"0000210",22.8353367923665,32295.8594499387,51227.6975518592,20807.5532024248,79511.632337723,"7",340.7,-40334.1389066117,118.386084257739,20264.5438372276,7
331,2020,1,35930.780142942,"0000210",22.6968987978592,28620.7700208879,45107.8346507879,18552.8907983177,69585.9731895527,"7",387.7,-35543.080142942,91.6767607504308,20215.8532931592,6
345,2021,1,55859.9868284887,"0000210",25.4900138040751,44128.4811339213,70710.2997497086,28157.5487193954,110817.108391598,"7",841.3,-55018.6868284887,65.3972267068688,19907.25777599,8
359,2022,1,52243.0279449423,"0000210",25.1614590906857,41434.6437208879,65870.8202546972,26638.6393138681,102457.709521039,"7",696,-51547.0279449423,74.0618217599746,19581.1767904,6
373,2023,1,76222.3165983476,"0000210",26.2333705082575,60368.5529794529,96239.5363293896,38708.2038091077,150093.28710447,"7",NA,NA,NA,19137.2264613306,4
4,1993,1,8353.04467912954,"0000200",-31.8674814811554,8122.20492090606,8590.44509354129,7699.77690898987,9061.73727320209,"8",223.3,-8129.74467912954,36.4072757686052,NA,4
11,1994,1,7374.59796340082,"1000200",-36.4473563910785,6223.20206936175,8739.02124913214,4503.04608661874,12077.3125736832,"8",214.1,-7160.49796340082,33.4446425193873,NA,4
19,1995,1,11033.6640302966,"0000200",27.9638179664048,9291.2046529003,13102.9017744712,6695.83708351795,18181.7060981268,"8",139.4,-10894.2640302966,78.1511049519125,NA,5
28,1996,1,12559.0825608523,"0000200",14.6601221735239,10795.3932393696,14610.9133102329,8090.72157436102,19495.2394938595,"8",176.5,-12382.5825608523,70.1562751323076,NA,6
37,1997,1,12648.7279101387,"0000200",9.07034074340413,11042.6287392547,14488.4267616444,8524.64554503774,18767.9730376417,"8",195.6,-12453.1279101387,63.6662981090936,NA,6
46,1998,1,13421.8686078233,"0000200",8.36464227697151,11550.5517993981,15596.3593821604,8676.04856042915,20763.6639734024,"8",228.3,-13193.5686078233,57.7904888647538,NA,6
55,1999,1,13965.0745502365,"0000200",6.18548001402042,12101.7420751136,16115.308521962,9211.13280738777,21172.5649029016,"8",372.5,-13592.5745502365,36.4901330207691,NA,6
64,2000,1,15691.4626077951,"0000200",8.31564426477446,13268.3835977093,18557.0455480605,9637.97556679831,25547.0660892768,"8",673.1,-15018.3626077951,22.3122308836653,NA,6
73,2001,1,26483.8346932056,"0000210",6.05565959933484,22231.8181960153,31549.0840143139,15926.4651573355,44039.4960920746,"8",1478.7,-25005.1346932056,16.9102148462877,NA,6
85,2002,1,40297.5853367931,"0010201",7.95372955326877,35946.8687366584,45174.877285489,28913.2447208378,56164.4118346143,"8",689.5,-39608.0853367931,57.4446487843265,NA,6
97,2003,1,95280.1462428688,"0000210",11.4457252781691,76470.552076924,118716.368870076,50288.6797190755,180523.853852916,"8",1009.9,-94270.2462428688,93.3461196582521,NA,6
109,2004,1,68613.8276761526,"0000210",10.9870860550763,55493.5618107336,84836.099806125,37032.4549752462,127127.876116224,"8",693.6,-67920.2276761526,97.9242036853411,NA,6
122,2005,1,55797.0266955955,"0000210",10.3053354837047,45498.3462529152,68426.8428299088,30839.5572788435,100951.779557639,"8",454,-55343.0266955955,121.90093985814,NA,7
136,2006,1,47680.5811301668,"0000210",9.62358619143474,39151.2417584326,58068.0896646336,26891.3538668127,84541.5901397259,"8",523.4,-47157.1811301668,90.0977858810982,NA,8
150,2007,1,50316.6669237855,"0000210",11.4895109562392,40910.1209525402,61886.0788325772,27575.9917514707,91810.550029779,"8",545.3,-49771.3669237855,91.2733668142041,NA,8
164,2008,1,53987.687585166,"1010210",10.8177785438471,46183.145898214,63111.1275359482,34296.1775441645,84985.2846440439,"8",576.9,-53410.787585166,92.5824017770255,6448.77152518763,2
178,2009,1,88646.3066043819,"1010210",8.99446676234813,76260.7955810287,103043.347695588,57244.8579875677,137272.900149472,"8",1051,-87595.3066043819,83.344725598841,6823.27236524376,2
192,2010,1,69854.0927356575,"0000210",12.0039032055851,57023.0938020379,85572.2470769806,38731.7720885362,125984.276184618,"8",546.5,-69307.5927356575,126.820846725814,7155.93958577345,2
206,2011,1,56697.9747047713,"0000210",11.3304474571536,46531.3545187638,69085.8963567582,31928.7842340573,100682.202994561,"8",454.2,-56243.7747047713,123.830415466251,7480.4045309328,4
220,2012,1,95593.7059552086,"0000210",12.0448304366175,78315.6584774802,116683.646615556,53559.8128337265,170615.917695975,"8",183.1,-95410.6059552086,521.084685719326,7838.23213315909,4
234,2013,1,51695.324441534,"0000210",14.1354243503281,42015.5733768309,63605.1433868836,28301.2739432936,94427.0768330104,"8",335.1,-51360.224441534,153.268351063963,10887.6880505606,7
248,2014,1,87283.7459507788,"0100210",13.692778006284,72368.6737590759,105272.791547388,50634.6162966181,150459.366820736,"8",1316.5,-85967.2459507788,65.2998450062885,11524.2071318887,5
262,2015,1,66571.7423647139,"0100210",12.8549957161599,55405.7213013461,79988.0730253424,39047.3274455468,113498.084796051,"8",268.9,-66302.8423647139,246.570629842744,11716.2718784588,6
276,2016,1,84528.0051573455,"0100210",17.2327332007956,69255.8452553247,103167.9510883,47371.4263608896,150828.974442264,"8",247.7,-84280.3051573455,340.251534749073,13211.3278715194,5
290,2017,1,71348.090448566,"0100210",16.451926749692,58693.3586156057,86731.2781331149,40456.2601810625,125828.487059207,"8",291.8,-71056.290448566,243.510248281583,15366.9366708713,2
304,2018,1,99264.5944837354,"1010210",17.7286701494737,81952.4980768802,120233.793346688,56876.7020820782,173242.45881558,"8",182.8,-99081.7944837354,542.022945753476,16607.374000853,1
318,2019,1,38033.5935005402,"0000210",22.0957669597863,30290.2400037377,47756.4467757875,19628.2612710525,73697.5229027388,"8",340.7,-37692.8935005402,110.633676256355,19598.5528414878,3
332,2020,1,29291.060549046,"0000210",21.7731429044448,23415.8891438097,36640.3437776221,15283.2509649715,56137.678433358,"8",387.7,-28903.360549046,74.5508396931803,19683.2826586279,3
346,2021,1,63324.529490126,"0000210",26.7317143734998,49779.3649029628,80555.3876181969,31466.2678016204,127437.930053444,"8",841.3,-62483.229490126,74.2698555689124,19367.6153241948,3
360,2022,1,59522.4923971711,"0000210",26.5408964619474,46962.5520098213,75441.5369171239,29893.9958068609,118516.344354279,"8",696,-58826.4923971711,84.5208224097286,19262.0957887803,3
374,2023,1,87155.6216687082,"0000210",26.8690601263101,68867.3211224313,110300.535357761,43962.1517771549,172787.32003301,"8",NA,NA,NA,19217.0788260838,7
5,1993,1,9783.71524832655,"0000200",-23.0865652257291,8667.89321782553,11043.1775813166,6881.52325009131,13909.8685831029,"9",223.3,-9560.41524832655,42.8142196521565,NA,5
12,1994,1,27267.4470661373,"1000200",-39.3424709892717,24528.1289632882,30312.6940753384,20046.2650366807,37089.8852301972,"9",214.1,-27053.3470661373,126.358463643799,NA,5
20,1995,1,17628.4854485387,"0000200",27.903862127911,14859.8179763438,20913.0084704983,10729.926928566,28962.3127238643,"9",139.4,-17489.0854485387,125.459723447193,NA,6
29,1996,1,13373.6621981726,"0000200",15.8800987674107,11310.924796356,15812.5744632705,8219.46386876634,21759.915664387,"9",176.5,-13197.1621981726,74.7714572134425,NA,7
38,1997,1,13937.0616295664,"0000200",10.6982126476753,11965.3365097605,16233.7002981807,8946.83857782112,21710.6506590886,"9",195.6,-13741.4616295664,70.2528713168016,NA,7
47,1998,1,14894.9555586194,"0000200",8.48339186359494,12803.9267146067,17327.473519522,9597.02436313809,23117.5510969218,"9",228.3,-14666.6555586194,64.2429065204529,NA,7
56,1999,1,15977.8238113065,"0000200",5.82314546243953,13885.5062750054,18385.4192053976,10626.4716047202,24024.0470441529,"9",372.5,-15605.3238113065,41.8934867417624,NA,7
65,2000,1,13444.1149882092,"0000200",5.39150666441321,11630.4179041826,15540.647748452,8823.62869444567,20484.1153311411,"9",673.1,-12771.0149882092,18.9734288934916,NA,7
74,2001,1,12108.8749481129,"0000200",8.71231531561349,10168.4167059466,14419.6345162849,7289.43671825215,20114.7027097305,"9",1478.7,-10630.1749481129,7.18886518435984,NA,7
86,2002,1,51490.9457394693,"0000210",14.2485076457868,39910.3072022571,66431.8989004181,24559.0245923758,107956.954201188,"9",689.5,-50801.4457394693,73.6786740238859,NA,7
98,2003,1,89486.8805107486,"0000210",16.0829111145208,68532.2853050993,116848.602784725,41216.9515841527,194286.609653682,"9",1009.9,-88476.9805107486,87.6096450250011,NA,7
110,2004,1,82553.7518794625,"0000210",15.8465312156733,63918.5977054513,106621.894003076,39252.6868415799,173621.795034848,"9",693.6,-81860.1518794625,118.022133620909,NA,7
123,2005,1,64710.0883052995,"0000210",15.9158124275607,50430.979472013,83032.2070346358,31357.5849198441,133536.927004533,"9",454,-64256.0883052995,141.533234152642,NA,8
137,2006,1,61409.9505761645,"0000210",15.6039405273554,48279.3066727902,78111.7685745966,30524.0723612015,123547.801392334,"9",523.4,-60886.5505761645,116.328908246398,NA,9
151,2007,1,77506.5363566222,"0000210",15.6659395604702,61224.7705813945,98118.1819213862,39061.3423378323,153790.495115222,"9",545.3,-76961.2363566222,141.135588403855,NA,9
165,2008,1,37138.1306248304,"0000210",19.6678638666719,28633.3408451252,48169.0471875825,17442.5666178176,79073.2680876258,"9",576.9,-36561.2306248304,63.3753347630966,8335.090707241,6
179,2009,1,56356.378699192,"0000210",20.6377007124255,43421.2067252476,73144.9367628931,26416.8793138214,120227.72948904,"9",1051,-55305.378699192,52.6216733579372,8472.1648079806,7
193,2010,1,56071.9000498978,"0000210",20.455278003484,43516.2257755829,72250.2450331956,26842.8613971083,117128.272157469,"9",546.5,-55525.4000498978,101.601829917471,7980.58620607485,7
207,2011,1,70004.2194087012,"0000210",20.6862239047944,54536.6301923893,89858.7007985959,33886.4470480894,144618.015812251,"9",454.2,-69550.0194087012,153.126418777414,7821.53358254337,6
221,2012,1,80181.1631512952,"0000210",20.5755647328933,62804.9002963211,102364.925252038,39429.7053569161,163050.13862263,"9",183.1,-79998.0631512952,436.909137909859,8343.89999296985,7
235,2013,1,61341.7680383501,"0000210",21.1100585443277,48111.578889706,78210.1230703083,30280.9868923555,124263.205801284,"9",335.1,-61006.6680383501,182.055112021337,10788.2751035902,6
249,2014,1,66836.4939994001,"0000210",20.879121575077,52694.6794854371,84773.5857538784,33496.0804456441,133362.37764836,"9",1316.5,-65519.9939994001,49.768320546449,11573.6898069295,6
263,2015,1,75775.9648175971,"0000210",20.7539413877472,59992.4267789976,95712.0282063318,38439.4141094307,149377.845034037,"9",268.9,-75507.0648175971,280.799794784668,11626.1886989607,5
277,2016,1,118682.474076541,"0000210",22.6394882199302,93433.0835223156,150755.269139381,59225.6776318566,237828.087683247,"9",247.7,-118434.774076541,478.137965589588,13371.6978049019,6
291,2017,1,89267.3781326468,"0000210",22.8322080999718,70452.7329784416,113106.539119147,44873.13708139,177582.075089235,"9",291.8,-88975.5781326468,304.919733148207,16511.3584742701,6
305,2018,1,69114.8165346433,"0000210",23.1204071211359,54651.1931072012,87406.2869084551,34934.7429825358,136736.596774317,"9",182.8,-68932.0165346433,377.089805988202,18052.9655350989,5
319,2019,1,44247.7547898878,"0000210",24.8667665555532,34834.6606210978,56204.4747684507,22081.7180344523,88664.4689915586,"9",340.7,-43907.0547898878,128.873069532984,19982.8332748535,5
333,2020,1,35062.8951981569,"0000210",25.0601050146667,27666.5133596951,44436.6300767032,17613.8976327313,69797.534044502,"9",387.7,-34675.1951981569,89.4382130465744,20055.1728476007,5
347,2021,1,64259.4886342935,"0000210",27.9324017573522,50269.19531727,82143.3852974821,31482.6521682096,131160.547004694,"9",841.3,-63418.1886342935,75.3811822587585,19707.8727068936,4
361,2022,1,61086.5166632937,"0000210",27.804994116728,47961.8376598635,77802.7427664138,30247.3587385234,123368.210438232,"9",696,-60390.5166632937,86.7679837116289,19434.887866976,4
375,2023,1,82203.7539166242,"0000210",28.0113159816445,64679.6314412661,104475.814215503,40956.5070836858,164991.051218736,"9",NA,NA,NA,19072.4371690278,3
75,2001,1,11364.8863392229,"0000200",7.13607365487526,9659.59696698776,13371.2246944535,7085.89323913175,18227.855987184,"10",1478.7,-9886.1863392229,6.68572823373429,NA,8
87,2002,1,51582.4157583861,"0000210",9.79330813642078,41892.670770481,63513.3918782245,28178.5604074641,94424.4694191763,"10",689.5,-50892.9157583861,73.8113354001249,NA,8
99,2003,1,86715.6640577961,"0000210",12.2954279798943,69047.3982940984,108904.992494515,44726.3352606087,168124.804976079,"10",1009.9,-85705.7640577961,84.8655946705576,NA,8
111,2004,1,87595.9380557867,"0000210",11.7207345316706,70416.9165614296,108965.980598987,46450.3982031432,165187.999687675,"10",693.6,-86902.3380557867,125.291721533718,NA,8
124,2005,1,50215.149269041,"0000210",11.9562423953752,40442.4493570453,62349.3694422541,26772.7490996023,94183.873562298,"10",454,-49761.149269041,109.606055658681,NA,9
138,2006,1,55455.1064899769,"0000210",11.6381862478489,44915.9142459426,68467.2434579795,30056.3706136653,102316.706010289,"10",523.4,-54931.7064899769,104.951674608286,NA,10
152,2007,1,70745.100123905,"0000210",12.2184528202075,57245.8810878638,87427.5859927744,38238.2117396322,130886.591287794,"10",545.3,-70199.800123905,128.736108791317,NA,10
166,2008,1,50205.1221605596,"0000210",15.7366410766352,39822.8454228123,63294.1786151932,25607.9071461658,98428.7500251309,"10",576.9,-49628.2221605596,86.0256927726809,NA,12
180,2009,1,56789.3359735715,"0000210",15.3725902533432,45334.9017363227,71137.8773704338,29510.4501924337,109284.292828107,"10",1051,-55738.3359735715,53.0336212878892,NA,12
194,2010,1,72651.8602257615,"0000210",14.9103887357012,58357.9086422465,90446.9148581263,38438.2904228602,137318.614750995,"10",546.5,-72105.3602257615,131.940274887029,NA,12
208,2011,1,56818.3927758445,"0000210",14.3752683356466,45907.0506439023,70323.1793885444,30575.9358116354,105584.004935071,"10",454.2,-56364.1927758445,124.095536714761,NA,12
222,2012,1,71618.6800866401,"0000210",15.0072214144008,57825.3732355517,88702.1570350883,38463.6299029211,133352.867378827,"10",183.1,-71435.5800866401,390.145167048826,NA,12
236,2013,1,70147.6711102684,"0000210",14.8898602303529,56808.7242131773,86618.6634244637,38005.1845744433,129474.328760485,"10",335.1,-69812.5711102684,208.333545539446,NA,12
250,2014,1,70707.4947865262,"0000210",14.3173681038573,57536.5289083925,86893.490341531,38844.436287336,128706.973168679,"10",1316.5,-69390.9947865262,52.7086933433545,NA,12
264,2015,1,72149.7792253883,"0000210",13.8093734949109,58947.1358003972,88309.4754577913,40103.4873610173,129803.939378409,"10",268.9,-71880.8792253883,267.31453784079,NA,12
278,2016,1,108792.648371299,"0000210",16.7064203139099,87970.5280059584,134543.245424642,58681.2395947874,201697.176497485,"10",247.7,-108544.948371299,438.211337792891,12983.6352555413,3
292,2017,1,66380.0774803809,"0000210",16.4816353732692,53834.4274400102,81849.3833005191,36113.5854994204,122012.661588866,"10",291.8,-66088.2774803809,226.484844004047,15860.4726526023,3
306,2018,1,68029.6508219985,"0000210",15.9081631407632,55395.6057966989,83545.1354742442,37448.1247647043,123585.184039043,"10",182.8,-67846.8508219985,371.153450886206,16878.2960432952,2
320,2019,1,48255.7899828322,"0000210",17.8408952309655,39076.7046683336,59591.0347771532,26138.6000219388,89087.4516964465,"10",340.7,-47915.0899828322,140.637188091671,18786.8817513995,1
334,2020,1,41774.36771428,"0000210",18.4552454186863,33813.5567508621,51609.4124846357,22599.4482945349,77218.6017633842,"10",387.7,-41386.66771428,106.74920741367,18889.1848617858,1
348,2021,1,56617.9719729336,"0000210",19.9346049111585,45669.4868578294,70191.170754929,30321.9348227109,105718.674255804,"10",841.3,-55776.6719729336,66.2981956174178,18870.1392068191,1
362,2022,1,66250.8638797286,"0000210",19.4186922757896,53632.9720363704,81837.2877384807,35855.1838578237,122414.013611385,"10",696,-65554.8638797286,94.188022815702,18612.44934688,1
376,2023,1,77554.2167653466,"0000210",19.1731104967,62937.7889353424,95565.1070657308,42272.9662639614,142281.393279326,"10",NA,NA,NA,18382.1287737092,1
76,2001,1,8297420.28407388,"0000200",7.13607365487526,7052401.00230896,9762233.22355325,5173358.75944837,13308024.162218,"11",1478.7,-8295941.58407388,5610.29389603968,NA,9
88,2002,1,5688.41939854589,"0000200",7.70930746566452,4801.88812342639,6738.62331275307,3476.8074192351,9306.84715947597,"11",689.5,-4998.91939854589,7.25006439237983,NA,9
100,2003,1,335675.03225292,"0000220",18.5136946995783,246376.581920992,457339.437049794,136649.107588354,824577.11774769,"11",1009.9,-334665.13225292,331.384426431251,NA,9
112,2004,1,79710.9840577357,"0000210",15.7775708651005,61759.3742678177,102880.59189038,37975.7112838008,167313.284324524,"11",693.6,-79017.3840577357,113.923564097081,NA,9
125,2005,1,72569.9673922389,"0000210",15.6999007474691,56664.8844249092,92939.3966079559,35362.604556038,148925.686708544,"11",454,-72115.9673922389,158.845743154711,NA,10
139,2006,1,68210.5905839648,"0000210",15.5589397208746,53645.1774616303,86730.7163097951,33939.9025597094,137085.97600208,"11",523.4,-67687.1905839648,129.322106579986,NA,11
153,2007,1,65290.8625399988,"0000210",15.2243619065547,51742.1742071214,82387.2749172241,33215.3930050412,128340.99932432,"11",545.3,-64745.5625399988,118.73383924445,NA,11
167,2008,1,32176.7255592833,"0000210",16.7954641795085,25336.324129202,40863.9257390983,16066.4544487862,64441.2039394075,"11",576.9,-31599.8255592833,54.7752219783035,NA,13
181,2009,1,67672.4298621713,"0000210",18.7878320446757,52825.3419079793,86692.4396140774,32948.1777849495,138992.747742863,"11",1051,-66621.4298621713,63.388610715672,NA,13
195,2010,1,43946.9204376799,"0000210",18.8604822190907,34463.4756501514,56039.9605530583,21685.0289094038,89062.9117454504,"11",546.5,-43400.4204376799,79.4152249545835,NA,13
209,2011,1,83493.0619424122,"0000210",20.2597229306263,65217.5523971624,106889.803991215,40728.0863401007,171161.771125391,"11",454.2,-83038.8619424122,182.824442849873,NA,13
223,2012,1,74870.2368336841,"0000210",19.9825882524841,58846.0733030855,95257.8829629067,37186.1897099775,150742.853926438,"11",183.1,-74687.1368336841,407.903532679869,NA,13
237,2013,1,63094.6437282856,"0000210",20.1633055361107,49742.9674415748,80030.0881099435,31617.8550279895,125907.784183183,"11",335.1,-62759.5437282856,187.286015303747,NA,13
251,2014,1,64976.7619352105,"0000210",19.8548023946299,51497.3371325898,81984.4253444547,33063.2188567859,127694.148893144,"11",1316.5,-63660.2619352105,48.3556869997801,NA,13
265,2015,1,83895.0533942032,"0000210",19.7807464140743,66732.4582259961,105471.612632342,43141.7145416487,163145.578677023,"11",268.9,-83626.1533942032,310.993504627011,NA,13
279,2016,1,146767.236284367,"0000210",20.8896586226514,116497.301781734,184902.322346567,75012.5908487167,287160.080765559,"11",247.7,-146519.536284367,591.520130336564,52031.3058669892,12
293,2017,1,73554.1386445561,"0000210",22.3604251198061,58175.5601517452,92998.0097764521,37204.7626393216,145417.170489472,"11",291.8,-73262.3386445561,251.070386033434,18572.8140956351,12
307,2018,1,63404.4757706095,"0000210",22.0436135328229,50368.797979114,79813.8472435416,32483.0132700799,123760.918185775,"11",182.8,-63221.6757706095,345.851618001146,20198.2829065755,12
321,2019,1,46339.9877633109,"0000210",23.1249318535905,36750.0161923686,58432.4767277169,23623.3690257528,90901.2793036776,"11",340.7,-45999.2877633109,135.014052724716,20294.7308503748,8
335,2020,1,36919.2298680019,"0000210",23.5028622329789,29314.6725688287,46496.4952566354,18887.7819484769,72164.6161399209,"11",387.7,-36531.5298680019,94.226282868202,20435.3341078923,8
349,2021,1,73787.7461772525,"0000210",25.9406198605224,58187.6241835982,93570.266226016,37002.8873041966,147140.720159455,"11",841.3,-72946.4461772525,86.7068182304202,20004.5377059823,10
363,2022,1,60809.775574934,"0000210",26.1847735158604,48043.3684995381,76968.5582206709,30661.2013074217,120602.86772191,"11",696,-60113.775574934,86.3703672053649,19720.4357836518,10
377,2023,1,63790.9946181825,"0000210",26.4083150375746,50490.6310614184,80594.971954836,32335.1408439182,125847.325484663,"11",NA,NA,NA,19504.6793033912,12
77,2001,1,20354.1686839036,"0000200",7.13607365487526,17300.0468474581,23947.4601696627,12690.6210903014,32645.5403454934,"12",1478.7,-18875.4686839036,12.76490747542,NA,10
89,2002,1,4109.33652746652,"0000200",14.3856229526024,3285.43914999089,5139.84460677574,2144.79850456137,7873.30215871444,"12",689.5,-3419.83652746652,4.95987893758741,NA,10
101,2003,1,76950.796445967,"0000210",13.7938684522276,60379.3541659725,98070.3612263169,38032.5801531112,155693.488315288,"12",1009.9,-75940.896445967,75.1964515753708,NA,10
113,2004,1,57085.9329599815,"0000210",13.3747031214568,45237.1851708408,72038.1635065144,29036.2902765387,112232.096830379,"12",693.6,-56392.3329599815,81.3038249134681,NA,10
126,2005,1,82710.286618035,"0000210",12.99028278036,66073.3388144738,103536.337578554,43066.8157832931,158846.002148395,"12",454,-82256.286618035,181.181248057346,NA,11
140,2006,1,62101.2381122036,"0000210",13.3059174297378,49696.5611594351,77602.2260915819,32500.5010249446,118661.671464961,"12",523.4,-61577.8381122036,117.649671593817,NA,12
154,2007,1,96880.0642993588,"0000210",13.2583855496208,77847.5870672214,120565.674701559,51310.9622928698,182918.940500014,"12",545.3,-96334.7642993588,176.663789289123,NA,12
168,2008,1,33956.2817274769,"0000210",19.5447730357109,26204.7651264965,44000.7404451,15991.7697676066,72101.4050046787,"12",576.9,-33379.3817274769,57.8599093906689,NA,14
182,2009,1,55142.1061935325,"0000210",20.8016341163821,42435.1112259084,71654.1511879523,25758.4660655209,118044.757312971,"12",1051,-54091.1061935325,51.4663236855685,NA,14
196,2010,1,54146.2119194522,"0000210",20.6165783332425,41976.4529880924,69844.2116121127,25839.9005421705,113460.663691082,"12",546.5,-53599.7119194522,98.0781553878357,NA,14
210,2011,1,72089.9900935125,"0000210",21.0079504774251,56048.4240492453,92722.7974709256,34692.2368059608,149802.006159193,"12",454.2,-71635.7900935125,157.71860434503,NA,14
224,2012,1,81386.7419844296,"0000210",20.8560696212097,63644.9630265689,104074.249647611,39832.6644096322,166290.703095381,"12",183.1,-81203.6419844296,443.493402427251,NA,14
238,2013,1,58480.8655953051,"0000210",21.453574239149,45780.4668839362,74704.6038094508,28709.4384730879,119124.99243,"12",335.1,-58145.7655953051,173.517653223829,NA,14
252,2014,1,68131.8940080392,"0000210",21.3344611019714,53589.1083862041,86621.2392949181,33911.4514261574,136884.585763915,"12",1316.5,-66815.3940080392,50.7522932077776,NA,14
