"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2011,1,635.441542533267,"0101210",68.1530352594707,445.095783016963,907.188900420718,225.822585636346,1788.06718043383,"9"
