"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2003,1,1028.01052273345,"0101210",58.9638156099296,706.989149246642,1494.79753115986,346.378542528231,3051.01357358058,"4"
