"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2002,1,54510.7276115476,"0000211",14.4978930632104,41297.7182801429,71951.1766868991,24331.2780321965,122123.442131087,"14"
