"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2022,1,677.807263625156,"0100210",91.7531123068066,459.629518937889,999.550002107468,219.227363452083,2095.64481088803,"10"
