"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2000,1,401.688058627404,"1000210",51.8154731916983,276.847234473881,582.824302906575,136.195402352944,1184.7191142746,"10"
