"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2003,1,773.344295646253,"1000210",55.4459804756919,536.487411412893,1114.77247533832,267.230236204737,2238.00049014812,"5"
