"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2005,1,83073,"0000201",26.567057628597,56447.9785565452,122256.34124501,27028.7124519912,255325.640881262,"13"
