"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2013,1,227.08152358272,"0101210",75.7446914813976,155.825762611943,330.921007465663,76.0242619560725,678.283708725049,"6"
