"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2008,1,545.725866513231,"0101210",62.8553568077091,383.52057462448,776.53388393366,195.812242319008,1520.93003917716,"4"
