"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",1995,1,356.257200773476,"1000210",44.9758615764424,243.23339901532,521.800022598702,117.529609159992,1079.89122068958,"4"
