"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2015,1,742.139700400946,"1000210",86.0485510496549,488.552342291856,1127.35379044029,220.220512485498,2500.99924250914,"11"
