"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2015,1,952.759145466793,"1000210",78.175230009684,650.507040545491,1395.44990705928,314.335797255516,2887.83522970095,"2"
