"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",1993,1,1014.09707847717,"1000210",38.5664150658716,714.5528000342,1439.21188822816,366.656537326716,2804.78535054612,"4"
