"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2007,1,406.605481254497,"0101210",55.7606483536631,295.546693134773,559.397283835654,160.907574945882,1027.47193500248,"2"
