"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2015,1,760.154629798458,"0000200",34.4162258983204,604.48273319283,955.916570440236,390.586957453839,1479.40183402648,"1"
