"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2011,1,457.857229319643,"0000200",30.0366453841576,365.878448012004,572.958706858246,238.627342173579,878.496322050856,"1"
