"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2015,1,734.477158235164,"0100210",84.0055422079469,488.141918261835,1105.12266164333,224.071955297932,2407.51545748742,"7"
