"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2003,1,1185.32584870673,"0101210",53.9930297441116,842.994208056782,1666.67499513553,440.28526611118,3191.10693851275,"2"
