"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2017,1,417.043615360751,"0000200",43.7102156603909,324.837296009188,535.423054094893,201.767763479466,862.007756411825,"1"
