"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2006,1,576.017166379377,"0101210",62.2986023137335,400.077367386737,829.32903235937,199.739850456671,1661.13960336474,"10"
