"","year","period","predicted_abundance","arma","aicc","Lo 50","Hi 50","Lo 95","Hi 95","model"
"1",2013,1,80532,"0000201",33.4273755554629,57798.3927239614,112207.324777586,30716.6124342702,211136.662217488,"13"
